1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 0D00000037AFBD21
Is Mission Active?  true
Mission Start:  Sun Aug 30 14:05:00 PDT 2020
Sample Rate:  Every 240 minute(s)
Number of Mission Samples:  979
Total Samples:  15706
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
11/7/20 5:05:00 PM,C,9
11/7/20 9:05:00 PM,C,8
11/8/20 1:05:00 AM,C,7
11/8/20 5:05:00 AM,C,6
11/8/20 9:05:00 AM,C,7.5
11/8/20 1:05:00 PM,C,11.5
11/8/20 5:05:00 PM,C,8.5
11/8/20 9:05:00 PM,C,6
11/9/20 1:05:00 AM,C,5
11/9/20 5:05:00 AM,C,4.5
11/9/20 9:05:00 AM,C,5.5
11/9/20 1:05:00 PM,C,7
11/9/20 5:05:00 PM,C,7
11/9/20 9:05:00 PM,C,6.5
11/10/20 1:05:00 AM,C,6.5
11/10/20 5:05:00 AM,C,6.5
11/10/20 9:05:00 AM,C,7
11/10/20 1:05:00 PM,C,9
11/10/20 5:05:00 PM,C,8.5
11/10/20 9:05:00 PM,C,8
11/11/20 1:05:00 AM,C,7.5
11/11/20 5:05:00 AM,C,7
11/11/20 9:05:00 AM,C,7.5
11/11/20 1:05:00 PM,C,14
11/11/20 5:05:00 PM,C,10.5
11/11/20 9:05:00 PM,C,7.5
11/12/20 1:05:00 AM,C,6
11/12/20 5:05:00 AM,C,5
11/12/20 9:05:00 AM,C,6
11/12/20 1:05:00 PM,C,8.5
11/12/20 5:05:00 PM,C,7.5
11/12/20 9:05:00 PM,C,7
11/13/20 1:05:00 AM,C,7.5
11/13/20 5:05:00 AM,C,7.5
11/13/20 9:05:00 AM,C,8
11/13/20 1:05:00 PM,C,9
11/13/20 5:05:00 PM,C,8
11/13/20 9:05:00 PM,C,7
11/14/20 1:05:00 AM,C,6.5
11/14/20 5:05:00 AM,C,6.5
11/14/20 9:05:00 AM,C,7
11/14/20 1:05:00 PM,C,8
11/14/20 5:05:00 PM,C,7.5
11/14/20 9:05:00 PM,C,8
